"GeneID","ensembl_clean","Module","MM","GS_Tumor","gene_name","gene_type"
"ENSG00000253716.6","ENSG00000253716","red",0.432567216101442,0.318855071762116,"MINCR","lncRNA"
"ENSG00000197343.11","ENSG00000197343","turquoise",-0.305649182926222,-0.23095963729375,"ZNF655","protein_coding"
"ENSG00000142627.13","ENSG00000142627","red",0.425837688595498,0.220286761398572,"EPHA2","protein_coding"
"ENSG00000006025.12","ENSG00000006025","greenyellow",-0.0569265247202589,-0.219895796745491,"OSBPL7","protein_coding"
"ENSG00000196227.11","ENSG00000196227","yellow",0.0915707071289569,0.167493500054324,"FAM217B","protein_coding"
"ENSG00000213886.4","ENSG00000213886","pink",0.228674839965568,0.212356314405037,"UBD","protein_coding"
"ENSG00000179292.5","ENSG00000179292","grey",0.103858476695053,0.0643719968547997,"TMEM151A","protein_coding"
"ENSG00000211753.4","ENSG00000211753","blue",-0.240136277871821,-0.16249259574596,"TRBV28","TR_V_gene"
"ENSG00000286750.1","ENSG00000286750","cyan",-0.273641868329526,-0.234194693723871,"AC015802.7","lncRNA"
"ENSG00000112186.12","ENSG00000112186","turquoise",-0.418758589268987,-0.390191503177555,"CAP2","protein_coding"
"ENSG00000197291.9","ENSG00000197291","tan",-0.0496509667402958,-0.104443206018313,"RAMP2-AS1","lncRNA"
"ENSG00000278716.1","ENSG00000278716","brown",0.0582531897834154,0.171816961324781,"AC133540.1","lncRNA"
"ENSG00000228887.3","ENSG00000228887","pink",0.343919594903581,0.191231895911622,"EEF1DP1","processed_pseudogene"
"ENSG00000267886.1","ENSG00000267886","tan",-0.130355217056239,-0.0800493883492946,"AC074135.1","lncRNA"
"ENSG00000283674.3","ENSG00000283674","brown",-0.18015576011138,-0.0229394731083065,"AC068587.4","lncRNA"
"ENSG00000121742.19","ENSG00000121742","midnightblue",0.113605514027181,0.106983934480139,"GJB6","protein_coding"
"ENSG00000134954.14","ENSG00000134954","blue",-0.431035998586601,-0.274154475219919,"ETS1","protein_coding"
"ENSG00000138030.13","ENSG00000138030","red",0.30391326827557,0.123568189192115,"KHK","protein_coding"
"ENSG00000080031.10","ENSG00000080031","greenyellow",-0.390943048933901,-0.540548590180102,"PTPRH","protein_coding"
"ENSG00000223825.5","ENSG00000223825","pink",0.123426021430617,0.0133581681893014,"DAZAP2P1","processed_pseudogene"
"ENSG00000144354.14","ENSG00000144354","yellow",0.425374459493678,0.440327910738007,"CDCA7","protein_coding"
"ENSG00000160326.14","ENSG00000160326","black",0.0537661982376117,-0.0354526024564433,"SLC2A6","protein_coding"
"ENSG00000087076.9","ENSG00000087076","black",-0.108222592062201,-0.214832884526917,"HSD17B14","protein_coding"
"ENSG00000253460.2","ENSG00000253460","purple",-0.339837255763309,-0.366229684892752,"IGKV2OR22-3","IG_V_pseudogene"
"ENSG00000072954.7","ENSG00000072954","grey",-0.0195165359666717,-0.0903270223180971,"TMEM38A","protein_coding"
"ENSG00000170425.3","ENSG00000170425","greenyellow",-0.0571327545517223,-0.167781019821085,"ADORA2B","protein_coding"
"ENSG00000129596.5","ENSG00000129596","turquoise",-0.364573501050497,-0.379753856103389,"CDO1","protein_coding"
"ENSG00000198840.2","ENSG00000198840","darkturquoise",-0.0168354391562418,-0.155570690950244,"MT-ND3","protein_coding"
"ENSG00000108984.15","ENSG00000108984","grey",-0.38621842872584,-0.362344297241036,"MAP2K6","protein_coding"
"ENSG00000186642.16","ENSG00000186642","turquoise",-0.504299738035646,-0.599806565954979,"PDE2A","protein_coding"
"ENSG00000050405.13","ENSG00000050405","green",-0.599796314548562,-0.482642113354685,"LIMA1","protein_coding"
"ENSG00000270641.1","ENSG00000270641","brown",-0.116935654813398,0.034575201103671,"TSIX","lncRNA"
"ENSG00000079257.8","ENSG00000079257","green",-0.512335735936854,-0.43427712396418,"LXN","protein_coding"
"ENSG00000241717.1","ENSG00000241717","black",0.0650939956211753,0.0182956726741366,"VWFP1","transcribed_unprocessed_pseudogene"
"ENSG00000109339.24","ENSG00000109339","turquoise",-0.526068352889254,-0.458183165836206,"MAPK10","protein_coding"
"ENSG00000287342.1","ENSG00000287342","lightyellow",-0.149565082491895,-0.205293305371336,"AC188616.1","lncRNA"
"ENSG00000112218.9","ENSG00000112218","blue",-0.303396736761962,-0.063678270083549,"GPR63","protein_coding"
"ENSG00000147488.11","ENSG00000147488","turquoise",-0.216593993330978,-0.122460962246258,"ST18","protein_coding"
"ENSG00000101444.13","ENSG00000101444","red",0.565575307612792,0.391789896022588,"AHCY","protein_coding"
"ENSG00000248124.8","ENSG00000248124","yellow",0.175841063763625,0.181732141562088,"RRN3P1","transcribed_unprocessed_pseudogene"
"ENSG00000125257.16","ENSG00000125257","tan",-0.112099466843832,-0.0768899657085596,"ABCC4","protein_coding"
"ENSG00000196220.16","ENSG00000196220","grey",-0.0643143126335491,0.0134171364973614,"SRGAP3","protein_coding"
"ENSG00000114790.13","ENSG00000114790","turquoise",-0.453520894212435,-0.360464253118126,"ARHGEF26","protein_coding"
"ENSG00000065621.15","ENSG00000065621","grey",0.130555410264366,0.0981281993961599,"GSTO2","protein_coding"
"ENSG00000287886.1","ENSG00000287886","grey",0.206039313048654,0.207559007181931,"AC005914.1","lncRNA"
"ENSG00000226259.10","ENSG00000226259","grey",-0.1704966367518,-0.0950946934115316,"GTF2H2B","transcribed_unprocessed_pseudogene"
"ENSG00000132718.9","ENSG00000132718","turquoise",-0.375090679571117,-0.30825861358395,"SYT11","protein_coding"
"ENSG00000100196.11","ENSG00000100196","lightcyan",0.117678433234135,0.261527855634853,"KDELR3","protein_coding"
"ENSG00000255624.3","ENSG00000255624","lightgreen",0.0850396904258045,0.211399849358856,"C10orf88B","transcribed_processed_pseudogene"
"ENSG00000153551.14","ENSG00000153551","royalblue",0.518210761957516,0.361023941563253,"CMTM7","protein_coding"
"ENSG00000153208.17","ENSG00000153208","tan",-0.312128472879998,-0.180755358236651,"MERTK","protein_coding"
"ENSG00000236740.6","ENSG00000236740","grey",0.0616293732854693,0.0313280143498882,"AL033384.1","lncRNA"
"ENSG00000159618.16","ENSG00000159618","grey",0.0790471647637808,0.0515267852607856,"ADGRG5","protein_coding"
"ENSG00000213757.3","ENSG00000213757","darkred",0.0979788960500932,0.0307355718139684,"RPS3AP20","processed_pseudogene"
"ENSG00000185010.15","ENSG00000185010","turquoise",-0.352646676846827,-0.300553508427576,"F8","protein_coding"
"ENSG00000271133.5","ENSG00000271133","yellow",0.206305858439749,0.139125536324419,"AC004130.2","lncRNA"
"ENSG00000250539.1","ENSG00000250539","pink",0.0420666476837622,-0.0928456848188345,"KRT8P33","processed_pseudogene"
"ENSG00000275713.2","ENSG00000275713","brown",-0.033101227317677,0.0385242184371901,"H2BC9","protein_coding"
"ENSG00000166394.15","ENSG00000166394","lightcyan",0.214299000579653,0.169744442684123,"CYB5R2","protein_coding"
"ENSG00000167618.10","ENSG00000167618","darkgreen",0.249422724774839,0.231209035456896,"LAIR2","protein_coding"
"ENSG00000250986.1","ENSG00000250986","grey",0.091583018299253,-0.0100953636053363,"LINC02600","lncRNA"
"ENSG00000129167.9","ENSG00000129167","green",-0.628185818575788,-0.659676294779091,"TPH1","protein_coding"
"ENSG00000136514.3","ENSG00000136514","darkgreen",-0.15765450340447,-0.132181617967051,"RTP4","protein_coding"
"ENSG00000168658.19","ENSG00000168658","cyan",-0.43811565974362,-0.410256036499626,"VWA3B","protein_coding"
"ENSG00000180881.19","ENSG00000180881","brown",-0.101206488499719,-0.033829292984137,"CAPS2","protein_coding"
"ENSG00000165215.6","ENSG00000165215","red",0.214668111295884,-0.0844775187205449,"CLDN3","protein_coding"
"ENSG00000266916.7","ENSG00000266916","tan",-0.271290880859471,-0.291579036480949,"ZNF793-AS1","lncRNA"
"ENSG00000232354.8","ENSG00000232354","brown",-0.202353109514639,-0.209217064809632,"VIPR1-AS1","lncRNA"
"ENSG00000113763.12","ENSG00000113763","black",0.127097401525126,0.129958983047141,"UNC5A","protein_coding"
"ENSG00000183690.13","ENSG00000183690","green",-0.544168285777837,-0.515195067674897,"EFHC2","protein_coding"
"ENSG00000132801.7","ENSG00000132801","yellow",0.174705786243452,0.0200017848943143,"ZSWIM3","protein_coding"
"ENSG00000173621.9","ENSG00000173621","red",0.462319104794262,0.261171877806456,"LRFN4","protein_coding"
"ENSG00000226948.2","ENSG00000226948","pink",0.260638260460053,0.167090569651093,"RPS4XP2","transcribed_processed_pseudogene"
"ENSG00000176720.6","ENSG00000176720","red",0.26157939697159,0.135422751724144,"BOK","protein_coding"
"ENSG00000105137.13","ENSG00000105137","black",0.0276349004722692,-0.100617494666134,"SYDE1","protein_coding"
"ENSG00000273983.1","ENSG00000273983","brown",-0.188786789878446,-0.0446136227638313,"H3C8","protein_coding"
"ENSG00000180096.12","ENSG00000180096","blue",-0.291878535803024,-0.321280071170848,"SEPTIN1","protein_coding"
"ENSG00000187391.22","ENSG00000187391","turquoise",-0.469464155472661,-0.364300195139164,"MAGI2","protein_coding"
"ENSG00000160188.10","ENSG00000160188","darkgreen",0.0656877904076431,0.0302765906166824,"RSPH1","protein_coding"
"ENSG00000145242.13","ENSG00000145242","turquoise",-0.472929030758673,-0.474080615210785,"EPHA5","protein_coding"
"ENSG00000025423.11","ENSG00000025423","turquoise",-0.324457299095866,-0.347068036589356,"HSD17B6","protein_coding"
"ENSG00000156869.14","ENSG00000156869","green",-0.384650317882359,-0.290255393655294,"FRRS1","protein_coding"
"ENSG00000235563.1","ENSG00000235563","brown",0.257094412712774,0.181667597853843,"AL445183.2","lncRNA"
"ENSG00000175886.10","ENSG00000175886","darkred",-0.0819244953128743,-0.098504678875905,"RPL7AP66","processed_pseudogene"
"ENSG00000227392.2","ENSG00000227392","brown",0.0848021575867213,0.116379185662341,"HPN-AS1","lncRNA"
"ENSG00000254046.1","ENSG00000254046","purple",-0.274475423036568,-0.265125865909285,"IGHV1-17","IG_V_pseudogene"
"ENSG00000163959.10","ENSG00000163959","green",-0.608210450075895,-0.664219293942319,"SLC51A","protein_coding"
"ENSG00000277223.1","ENSG00000277223","brown",0.161434577123294,0.239315699168989,"AC090116.1","lncRNA"
"ENSG00000180438.15","ENSG00000180438","lightcyan",0.173746347550374,0.201915075705837,"TPRXL","transcribed_processed_pseudogene"
"ENSG00000168140.5","ENSG00000168140","black",0.186634787089833,0.0498113973284247,"VASN","protein_coding"
"ENSG00000230658.2","ENSG00000230658","yellow",0.0103140997970219,0.101347961101947,"KLHL7-DT","lncRNA"
"ENSG00000184076.13","ENSG00000184076","pink",-0.05754600844026,-0.181060520635127,"UQCR10","protein_coding"
"ENSG00000172554.12","ENSG00000172554","turquoise",-0.492809086148714,-0.457622730039053,"SNTG2","protein_coding"
"ENSG00000225439.3","ENSG00000225439","tan",-0.220319751045687,-0.213743478430072,"BOLA3-AS1","lncRNA"
"ENSG00000227695.6","ENSG00000227695","lightyellow",-0.237495301757518,-0.241186523374321,"DNMBP-AS1","lncRNA"
"ENSG00000175065.12","ENSG00000175065","grey",0.339328211941091,0.376883276864405,"DSG4","protein_coding"
"ENSG00000135119.15","ENSG00000135119","royalblue",0.478778402202887,0.447559801069325,"RNFT2","protein_coding"
"ENSG00000197653.16","ENSG00000197653","grey",0.162924490903587,0.17460204959832,"DNAH10","protein_coding"
"ENSG00000072571.20","ENSG00000072571","lightgreen",0.121304694301988,0.325616942770869,"HMMR","protein_coding"
"ENSG00000107147.14","ENSG00000107147","brown",0.154088009283274,0.102468885832012,"KCNT1","protein_coding"
"ENSG00000101224.17","ENSG00000101224","royalblue",0.611366937854178,0.573938804918945,"CDC25B","protein_coding"
"ENSG00000287569.1","ENSG00000287569","brown",0.240829144801088,0.242363067628367,"AL078587.2","lncRNA"
"ENSG00000182389.20","ENSG00000182389","turquoise",-0.176366836171245,-0.0356993571266488,"CACNB4","protein_coding"
"ENSG00000120156.22","ENSG00000120156","turquoise",-0.475360505286208,-0.413586842909982,"TEK","protein_coding"
"ENSG00000183722.9","ENSG00000183722","turquoise",-0.230310472428401,-0.192070549972664,"LHFPL6","protein_coding"
"ENSG00000188603.22","ENSG00000188603","green",-0.369085533499242,-0.272242810770191,"CLN3","protein_coding"
"ENSG00000180828.3","ENSG00000180828","turquoise",-0.144606154668855,-0.0909667189446545,"BHLHE22","protein_coding"
"ENSG00000172348.15","ENSG00000172348","turquoise",-0.522992763528231,-0.550413399041635,"RCAN2","protein_coding"
"ENSG00000272619.1","ENSG00000272619","grey",0.1341623885406,0.123028358263516,"AC093673.2","lncRNA"
"ENSG00000118473.22","ENSG00000118473","magenta",0.0178047643547413,0.193030589613977,"SGIP1","protein_coding"
"ENSG00000186468.13","ENSG00000186468","pink",0.214609734197895,0.0808830170618012,"RPS23","protein_coding"
"ENSG00000111254.8","ENSG00000111254","midnightblue",-0.291707556650097,-0.164652786137456,"AKAP3","protein_coding"
"ENSG00000169629.12","ENSG00000169629","turquoise",-0.311625152545884,-0.161897071523227,"RGPD8","protein_coding"
"ENSG00000187554.14","ENSG00000187554","midnightblue",-0.302199568868361,-0.266550120812488,"TLR5","protein_coding"
"ENSG00000134755.17","ENSG00000134755","green",-0.495230345993993,-0.461826325930585,"DSC2","protein_coding"
"ENSG00000119632.4","ENSG00000119632","darkgreen",0.0807802088861456,-0.0956574322360334,"IFI27L2","protein_coding"
"ENSG00000256443.1","ENSG00000256443","brown",0.209135991037803,0.201554642016486,"AP003559.1","lncRNA"
"ENSG00000157654.19","ENSG00000157654","turquoise",-0.268615539452016,-0.188864345378776,"PALM2AKAP2","protein_coding"
"ENSG00000103723.16","ENSG00000103723","turquoise",-0.271950785171814,-0.340655821814025,"AP3B2","protein_coding"
"ENSG00000128645.15","ENSG00000128645","green",-0.337615053833777,-0.455541786583292,"HOXD1","protein_coding"
"ENSG00000214999.3","ENSG00000214999","grey",0.061333153938557,0.11726168655187,"AC129492.1","lncRNA"
"ENSG00000188037.12","ENSG00000188037","grey",0.237420326812574,0.193115270392579,"CLCN1","protein_coding"
"ENSG00000127920.6","ENSG00000127920","turquoise",-0.364389162922513,-0.331857678070247,"GNG11","protein_coding"
"ENSG00000260261.2","ENSG00000260261","brown",0.0706739401630523,0.161280464921921,"AC124944.2","transcribed_unprocessed_pseudogene"
"ENSG00000110318.15","ENSG00000110318","brown",-0.253722022135888,-0.173896015075284,"CEP126","protein_coding"
"ENSG00000274265.5","ENSG00000274265","turquoise",-0.0605239345873868,-0.0193535585351347,"AC245297.3","lncRNA"
"ENSG00000236212.2","ENSG00000236212","yellow",0.154864213887446,0.247726515305254,"AC009262.1","lncRNA"
"ENSG00000130529.16","ENSG00000130529","greenyellow",-0.167308141542713,-0.361974881382933,"TRPM4","protein_coding"
"ENSG00000255050.1","ENSG00000255050","grey60",0.221296513835514,0.249575999951153,"AC067930.4","lncRNA"
"ENSG00000272405.1","ENSG00000272405","grey",0.375220301313973,0.246097756412268,"AL365181.3","lncRNA"
"ENSG00000093134.15","ENSG00000093134","blue",-0.00168393374892068,0.171217901227981,"VNN3","protein_coding"
"ENSG00000235501.6","ENSG00000235501","lightyellow",-0.330780621151436,-0.387829884032543,"AC105942.1","lncRNA"
"ENSG00000127989.14","ENSG00000127989","tan",-0.210234332644252,-0.173338243599222,"MTERF1","protein_coding"
"ENSG00000265688.2","ENSG00000265688","red",0.716309630044199,0.601491135459284,"MAFG-DT","lncRNA"
"ENSG00000232624.8","ENSG00000232624","grey",0.167032824625149,0.147695815100573,"LINC01517","lncRNA"
"ENSG00000244198.7","ENSG00000244198","grey",-0.247479544353747,-0.144139887843996,"ARHGEF35-AS1","lncRNA"
"ENSG00000187140.6","ENSG00000187140","turquoise",-0.480509948966297,-0.546191613746861,"FOXD3","protein_coding"
"ENSG00000163106.11","ENSG00000163106","green",-0.623152630178717,-0.663888242368474,"HPGDS","protein_coding"
"ENSG00000198976.1","ENSG00000198976","grey60",0.203127983190189,0.108577562834801,"MIR429","miRNA"
"ENSG00000278974.1","ENSG00000278974","darkred",-0.231853053172548,-0.197753439036033,"AC093909.6","TEC"
"ENSG00000240342.3","ENSG00000240342","pink",0.338769023805846,0.21684873756132,"RPS2P5","processed_pseudogene"
"ENSG00000181284.3","ENSG00000181284","greenyellow",0.0994604888958735,-0.0924113858471799,"TMEM102","protein_coding"
"ENSG00000101439.9","ENSG00000101439","red",0.200343531990209,-0.104707188907019,"CST3","protein_coding"
"ENSG00000224415.1","ENSG00000224415","pink",0.32240933697737,0.227094034114733,"AC007683.1","processed_pseudogene"
"ENSG00000136541.15","ENSG00000136541","midnightblue",-0.0986047486682703,0.0441548324967578,"ERMN","protein_coding"
"ENSG00000140545.15","ENSG00000140545","black",0.144740619669056,0.00423521210242208,"MFGE8","protein_coding"
"ENSG00000276952.1","ENSG00000276952","brown",0.0237167098170518,0.0441481109396799,"AL121772.3","lncRNA"
"ENSG00000229835.2","ENSG00000229835","pink",0.218216927306868,0.190224687259042,"KHSRPP1","processed_pseudogene"
"ENSG00000160185.15","ENSG00000160185","blue",-0.307791341694054,-0.241698605565024,"UBASH3A","protein_coding"
"ENSG00000215023.2","ENSG00000215023","brown",-0.179490944485535,-0.157570625407873,"AC131097.1","lncRNA"
"ENSG00000272620.2","ENSG00000272620","lightcyan",0.112258874208215,0.164757130318452,"AFAP1-AS1","lncRNA"
"ENSG00000105613.10","ENSG00000105613","red",0.0545392744157333,-0.032919889225304,"MAST1","protein_coding"
"ENSG00000226519.2","ENSG00000226519","green",-0.33264588819307,-0.385542063932647,"LINC00390","lncRNA"
"ENSG00000103089.9","ENSG00000103089","greenyellow",-0.0202321497011856,-0.178654123655232,"FA2H","protein_coding"
"ENSG00000162641.20","ENSG00000162641","yellow",0.271008117137419,0.214782264254206,"AKNAD1","protein_coding"
"ENSG00000169330.9","ENSG00000169330","grey",0.0619525119613671,0.245410327921906,"MINAR1","protein_coding"
"ENSG00000164938.14","ENSG00000164938","blue",-0.55688313836178,-0.36220328285732,"TP53INP1","protein_coding"
"ENSG00000138119.17","ENSG00000138119","midnightblue",-0.127361688169934,-0.0648168209958798,"MYOF","protein_coding"
"ENSG00000268628.2","ENSG00000268628","lightcyan",0.0343285866816975,0.124891355334859,"AL121761.1","lncRNA"
"ENSG00000106031.9","ENSG00000106031","grey",-0.0602589843811295,-0.0995798581268169,"HOXA13","protein_coding"
"ENSG00000169031.20","ENSG00000169031","turquoise",-0.318001321348449,-0.207288031086959,"COL4A3","protein_coding"
"ENSG00000255277.3","ENSG00000255277","lightyellow",-0.275008207412129,-0.340922394005343,"ABCC6P2","transcribed_unprocessed_pseudogene"
"ENSG00000138411.13","ENSG00000138411","magenta",0.0126988861139226,0.267636397060112,"HECW2","protein_coding"
"ENSG00000132879.14","ENSG00000132879","red",0.358292125416561,0.178776432249443,"FBXO44","protein_coding"
"ENSG00000058668.15","ENSG00000058668","turquoise",-0.461577891804435,-0.409555498823696,"ATP2B4","protein_coding"
"ENSG00000196329.11","ENSG00000196329","blue",-0.508609267678382,-0.299866260492489,"GIMAP5","protein_coding"
"ENSG00000064309.14","ENSG00000064309","turquoise",-0.248784177693128,-0.207791892128789,"CDON","protein_coding"
"ENSG00000173917.10","ENSG00000173917","midnightblue",-0.118901988052636,-0.100750620092273,"HOXB2","protein_coding"
"ENSG00000171522.6","ENSG00000171522","green",-0.526506182526523,-0.490179013507563,"PTGER4","protein_coding"
"ENSG00000163815.6","ENSG00000163815","turquoise",-0.630985146751823,-0.776306787560019,"CLEC3B","protein_coding"
"ENSG00000280119.1","ENSG00000280119","green",-0.462539321418977,-0.483669121717773,"AC093642.3","TEC"
"ENSG00000242360.3","ENSG00000242360","lightyellow",-0.181497010108873,-0.16184122032264,"RN7SL272P","misc_RNA"
"ENSG00000128652.11","ENSG00000128652","midnightblue",-0.262012124763494,-0.263671414166651,"HOXD3","protein_coding"
"ENSG00000259070.7","ENSG00000259070","lightyellow",-0.283488860252203,-0.226499004276855,"LINC00639","lncRNA"
"ENSG00000170190.16","ENSG00000170190","greenyellow",0.0350184929298924,-0.187201647537175,"SLC16A5","protein_coding"
"ENSG00000167900.12","ENSG00000167900","red",0.321425240707721,0.214201263492962,"TK1","protein_coding"
"ENSG00000186352.9","ENSG00000186352","lightcyan",0.0763257528381182,0.0694116964204492,"ANKRD37","protein_coding"
"ENSG00000165985.10","ENSG00000165985","grey",-0.240622383747349,-0.151047264629484,"C1QL3","protein_coding"
"ENSG00000266472.6","ENSG00000266472","grey",0.0382868277292426,0.00488276714778123,"MRPS21","protein_coding"
"ENSG00000228499.1","ENSG00000228499","pink",0.205737147521289,0.182168378797855,"TMSB10P1","processed_pseudogene"
"ENSG00000130881.14","ENSG00000130881","red",0.320853686820517,0.0926830496601675,"LRP3","protein_coding"
"ENSG00000241343.10","ENSG00000241343","brown",0.317480185421717,0.400003561338786,"RPL36A","protein_coding"
"ENSG00000167798.17","ENSG00000167798","grey",0.224020460039117,0.216719690717711,"C3P1","transcribed_unprocessed_pseudogene"
"ENSG00000167315.18","ENSG00000167315","greenyellow",-0.313186026589775,-0.490473025818575,"ACAA2","protein_coding"
"ENSG00000228903.7","ENSG00000228903","grey",-0.172832694058592,-0.327241821071768,"RASA4CP","transcribed_unprocessed_pseudogene"
"ENSG00000047597.7","ENSG00000047597","green",-0.348436828803727,-0.319470654518146,"XK","protein_coding"
"ENSG00000228834.1","ENSG00000228834","pink",0.203669995884068,0.180391209414185,"ATP5MFP2","processed_pseudogene"
"ENSG00000075643.6","ENSG00000075643","lightcyan",0.168749552418086,0.201513323886815,"MOCOS","protein_coding"
"ENSG00000198804.2","ENSG00000198804","darkturquoise",-0.187385415730531,-0.276223789349068,"MT-CO1","protein_coding"
"ENSG00000125835.19","ENSG00000125835","red",0.4715697531326,0.298024536635181,"SNRPB","protein_coding"
"ENSG00000134532.19","ENSG00000134532","turquoise",-0.447605852381691,-0.330985052468423,"SOX5","protein_coding"
"ENSG00000187912.12","ENSG00000187912","purple",-0.397625480735959,-0.400990722076891,"CLEC17A","protein_coding"
"ENSG00000099860.9","ENSG00000099860","black",-0.0145056971621189,-0.156277207151718,"GADD45B","protein_coding"
"ENSG00000130768.15","ENSG00000130768","greenyellow",-0.0511240101092206,-0.230202369134495,"SMPDL3B","protein_coding"
"ENSG00000138378.19","ENSG00000138378","blue",-0.486646205283827,-0.256486842795762,"STAT4","protein_coding"
"ENSG00000010295.20","ENSG00000010295","black",-0.163579799124217,-0.216340729347873,"IFFO1","protein_coding"
"ENSG00000188730.5","ENSG00000188730","green",-0.45286997369358,-0.471367631476182,"VWC2","protein_coding"
"ENSG00000165338.17","ENSG00000165338","turquoise",-0.464251857612504,-0.265516675541218,"HECTD2","protein_coding"
"ENSG00000221869.5","ENSG00000221869","pink",0.0335253407507226,-0.0875901764747305,"CEBPD","protein_coding"
"ENSG00000213820.3","ENSG00000213820","pink",0.315176134602286,0.203853404509225,"RPL13P2","processed_pseudogene"
"ENSG00000152315.5","ENSG00000152315","blue",-0.290499825866305,-0.203675812222359,"KCNK13","protein_coding"
"ENSG00000057252.13","ENSG00000057252","blue",-0.469395025260184,-0.21624699441713,"SOAT1","protein_coding"
"ENSG00000005471.19","ENSG00000005471","turquoise",-0.163262788004189,-0.181180995450619,"ABCB4","protein_coding"
"ENSG00000265298.1","ENSG00000265298","grey60",0.371005355420226,0.280609942312554,"AC132812.1","unprocessed_pseudogene"
"ENSG00000177465.4","ENSG00000177465","greenyellow",-0.19956607275424,-0.292690885480238,"ACOT4","protein_coding"
"ENSG00000139631.19","ENSG00000139631","brown",0.142283067357911,0.118179924992915,"CSAD","protein_coding"
"ENSG00000288046.1","ENSG00000288046","grey",-0.362608155268029,-0.271835347565058,"AL031123.5","lncRNA"
"ENSG00000170608.3","ENSG00000170608","greenyellow",0.0768276649200205,-0.107156109292907,"FOXA3","protein_coding"
"ENSG00000118322.14","ENSG00000118322","salmon",-0.135724099480687,-0.186028417354781,"ATP10B","protein_coding"
"ENSG00000082196.21","ENSG00000082196","turquoise",-0.312043544595137,-0.278773313766325,"C1QTNF3","protein_coding"
"ENSG00000078549.15","ENSG00000078549","turquoise",-0.57283190482377,-0.630688216471105,"ADCYAP1R1","protein_coding"
"ENSG00000128203.7","ENSG00000128203","darkgreen",0.0305080278438243,0.00860600992894116,"ASPHD2","protein_coding"
"ENSG00000242086.8","ENSG00000242086","brown",-0.128229186183051,-0.0296565516392456,"MUC20-OT1","lncRNA"
"ENSG00000005981.13","ENSG00000005981","grey",0.13022481725037,0.0866601319817535,"ASB4","protein_coding"
"ENSG00000269416.6","ENSG00000269416","salmon",-0.163588095493711,-0.16152979095073,"LINC01224","lncRNA"
"ENSG00000077092.19","ENSG00000077092","turquoise",-0.25077234455836,-0.158303955167237,"RARB","protein_coding"
"ENSG00000255823.5","ENSG00000255823","darkturquoise",-0.184424841559713,-0.17990637905675,"MTRNR2L8","protein_coding"
"ENSG00000244192.1","ENSG00000244192","pink",0.230918940275962,0.148965225299154,"AC113367.1","processed_pseudogene"
"ENSG00000121957.15","ENSG00000121957","yellow",0.232152627255254,0.364842942091137,"GPSM2","protein_coding"
"ENSG00000198797.7","ENSG00000198797","turquoise",-0.194849078720989,-0.287433220820824,"BRINP2","protein_coding"
"ENSG00000123999.5","ENSG00000123999","grey",0.146556118552812,0.137055392502061,"INHA","protein_coding"
"ENSG00000214826.5","ENSG00000214826","grey60",0.286344664899207,0.275479759321903,"DDX12P","unprocessed_pseudogene"
"ENSG00000237984.3","ENSG00000237984","darkred",-0.415910207367809,-0.294663210351133,"PTENP1","transcribed_processed_pseudogene"
"ENSG00000187534.6","ENSG00000187534","darkred",-0.224651310140259,-0.357173511249006,"PRR13P5","processed_pseudogene"
"ENSG00000229228.1","ENSG00000229228","purple",-0.546543371076735,-0.484160951259894,"LINC00582","lncRNA"
"ENSG00000205089.8","ENSG00000205089","red",0.323730834159157,0.259825397785125,"CCNI2","protein_coding"
"ENSG00000147459.18","ENSG00000147459","midnightblue",-0.339632975339876,-0.194095303428887,"DOCK5","protein_coding"
"ENSG00000180785.10","ENSG00000180785","grey",0.14546252085617,0.150248423743048,"OR51E1","protein_coding"
"ENSG00000100359.21","ENSG00000100359","grey60",0.223695309294562,0.160475358422945,"SGSM3","protein_coding"
"ENSG00000267374.2","ENSG00000267374","lightgreen",-0.106184662532596,0.0939549982865836,"MIR924HG","lncRNA"
"ENSG00000066405.13","ENSG00000066405","lightcyan",0.0586699207048052,0.131225418173826,"CLDN18","protein_coding"
"ENSG00000228492.2","ENSG00000228492","brown",-0.030933549219145,0.0681131152082734,"RAB11FIP1P1","processed_pseudogene"
"ENSG00000259120.3","ENSG00000259120","green",-0.318944810766454,-0.479104570667953,"SMIM6","protein_coding"
"ENSG00000105649.10","ENSG00000105649","darkgreen",-0.0389465065081035,-0.174020878470142,"RAB3A","protein_coding"
"ENSG00000176399.4","ENSG00000176399","green",-0.622510688381391,-0.647870739666642,"DMRTA1","protein_coding"
"ENSG00000269896.2","ENSG00000269896","grey",-0.182262792907347,-0.27553398371911,"AL513477.1","transcribed_processed_pseudogene"
"ENSG00000286989.1","ENSG00000286989","grey",0.166071269047933,0.127048328336615,"AL691432.4","lncRNA"
"ENSG00000177685.17","ENSG00000177685","red",0.270847135139878,0.0806020928103686,"CRACR2B","protein_coding"
"ENSG00000164855.16","ENSG00000164855","salmon",0.143119852861927,-0.0941111622473366,"TMEM184A","protein_coding"
"ENSG00000135914.6","ENSG00000135914","turquoise",-0.297709128956528,-0.158637180473267,"HTR2B","protein_coding"
"ENSG00000176293.20","ENSG00000176293","turquoise",-0.386798513850808,-0.413384497241742,"ZNF135","protein_coding"
"ENSG00000153790.12","ENSG00000153790","green",-0.481244514531066,-0.533565532508173,"C7orf31","protein_coding"
