"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneID","ensembl_clean","gene_name","gene_type","DEG_strict","DEG_loose","DEG_Group"
340.297777499197,4.21960452461344,0.26866958665657,15.7055533420208,1.38563387407612e-55,9.79292566907293e-54,"ENSG00000042832.12","ENSG00000042832","TG","protein_coding",TRUE,TRUE,"Up"
279.450166567046,-1.9162169697993,0.265085839408166,-7.22866590715472,4.87761705204385e-13,2.05215001809498e-12,"ENSG00000043039.7","ENSG00000043039","BARX2","protein_coding",TRUE,TRUE,"Down"
225.976812000562,6.055321957153,0.414120389234411,14.6221294931832,2.0295171309712e-48,9.52411799222164e-47,"ENSG00000043355.12","ENSG00000043355","ZIC2","protein_coding",TRUE,TRUE,"Up"
391.158965894937,-6.31012591967004,0.431483882415911,-14.6242447906493,1.96741830108983e-48,9.26977972224334e-47,"ENSG00000044012.4","ENSG00000044012","GUCA2B","protein_coding",TRUE,TRUE,"Down"
155.960439192623,-2.34623183392073,0.208896590056745,-11.2315468303403,2.85437186630157e-29,3.95132634046607e-28,"ENSG00000046653.15","ENSG00000046653","GPM6B","protein_coding",TRUE,TRUE,"Down"
144.06577960078,-1.97677530387876,0.321762345195346,-6.14358806552902,8.06779082348913e-10,2.53044571424073e-09,"ENSG00000047457.14","ENSG00000047457","CP","protein_coding",TRUE,TRUE,"Down"
1059.25366078337,1.6011199369022,0.149883250087227,10.6824474113713,1.22985810358538e-26,1.44576104922482e-25,"ENSG00000047634.15","ENSG00000047634","SCML1","protein_coding",TRUE,TRUE,"Up"
188.432616756332,-1.65287634768057,0.21372457392705,-7.73367478203389,1.04485750923784e-14,5.08536332643779e-14,"ENSG00000048052.22","ENSG00000048052","HDAC9","protein_coding",TRUE,TRUE,"Down"
80.5616148858049,-3.29850814845057,0.289823095503406,-11.3811086819056,5.19352447818035e-30,7.540894700249e-29,"ENSG00000048462.11","ENSG00000048462","TNFRSF17","protein_coding",TRUE,TRUE,"Down"
166.173798216705,-3.39106702346978,0.309184372300769,-10.9677827447599,5.45947666936e-28,7.05791518291256e-27,"ENSG00000048540.15","ENSG00000048540","LMO3","protein_coding",TRUE,TRUE,"Down"
